state_rate_area,plan_id,state,metal_level,rate,rate_area
IN 15,12361DI2686257,IN,Silver,266.6,15
WI 4,68345PV6189425,WI,Bronze,395.01,4
ND 4,85804NE7710975,ND,Bronze,261.67,4
SC 35,73515WF8793638,SC,Gold,364.4,35
WI 3,12924LH2314224,WI,Gold,416.97,3
ND 4,54759ML4600215,ND,Silver,314.78,4
FL 12,05909BL8610211,FL,Bronze,282.24,12
TX 5,32218KE8306707,TX,Gold,304.52,5
VA 12,17594QD9029194,VA,Catastrophic,176.25,12
SC 15,22751PO8862990,SC,Silver,311.52,15
OR 5,93161LD2985385,OR,Bronze,227,5
IA 7,79109KM1300833,IA,Bronze,339.77,7
WI 15,33126WE1455921,WI,Bronze,305.61,15
OH 8,67880GW0019477,OH,Bronze,283.49,8
IL 3,42894CU4504452,IL,Gold,283.26,3
MT 2,30888NL2183294,MT,Silver,276,2
MI 11,66164IH5454087,MI,Bronze,219.55,11
GA 3,01575DW9435971,GA,Gold,325.11,3
FL 59,50249GN1474442,FL,Bronze,306.44,59
OR 2,84182ST4171497,OR,Silver,244,2
FL 54,52931JK7219188,FL,Platinum,475.98,54
SC 26,32445WH9768934,SC,Platinum,692.95,26
TX 12,57437TT2758997,TX,Bronze,263.45,12
LA 2,92600KG2282390,LA,Gold,335.66,2
UT 6,27312BH7856310,UT,Silver,254.85,6
WI 8,84119LW6895296,WI,Silver,393.23,8
OH 8,98417UH7557499,OH,Silver,336.16,8
TN 4,68556KC3600027,TN,Silver,223.39,4
SC 34,44061VL9655400,SC,Silver,318.05,34
MI 4,99608GQ9520433,MI,Silver,298.45,4
GA 14,69811WH3849802,GA,Bronze,217.15,14
NC 6,09818EK6317715,NC,Silver,296.93,6
LA 2,38990VB9149162,LA,Silver,354.33,2
WI 7,66273UT8141349,WI,Bronze,385.2,7
SC 37,98462DT6779533,SC,Silver,294.87,37
TX 17,70084EN4255791,TX,Gold,325.69,17
AL 7,79113BU1788705,AL,Silver,344.81,7
OH 11,79381BN3682722,OH,Silver,327.3,11
FL 8,39731JN4329652,FL,Silver,286.74,8
OH 10,09124OW3963062,OH,Bronze,260.62,10
AZ 5,09645IL2376593,AZ,Gold,262.27,5
WI 16,47868UI0377116,WI,Silver,340.87,16
VA 9,01773HK0700895,VA,Bronze,228.47,9
GA 6,62836OO0013181,GA,Platinum,446.52,6
MT 4,69566BU5158353,MT,Silver,295.35,4
FL 5,37445FN9120011,FL,Silver,343.92,5
TX 5,72151JM8679536,TX,Bronze,305.63,5
FL 5,19691FL3613781,FL,Gold,421.11,5
MS 3,87499OP4863510,MS,Gold,361.77,3
OH 14,79708EB2991607,OH,Silver,311.44,14
FL 50,09392NV5381978,FL,Gold,432.54,50
AR 2,14578FR9602049,AR,Silver,297.01,2
NC 13,05893LM2748905,NC,Platinum,425.25,13
AZ 4,21228TY6339194,AZ,Bronze,186.52,4
TX 8,45998JG2068159,TX,Silver,276.68,8
SC 4,22285TF0895037,SC,Gold,383.57,4
NC 7,22552HL4462443,NC,Bronze,223.83,7
FL 60,19824YR1398979,FL,Bronze,277.22,60
GA 3,69762NI2997874,GA,Silver,330.56,3
PA 9,75670OC5301888,PA,Bronze,187.45,9
SD 1,33651AF9050026,SD,Catastrophic,199.89,1
WI 14,75929LR9947347,WI,Platinum,480.84,14
TX 20,66284KN2405303,TX,Gold,442.36,20
FL 40,58515MU7501771,FL,Platinum,426.67,40
FL 43,62783OP9123716,FL,Bronze,217.95,43
UT 4,46450PJ8903743,UT,Silver,269.19,4
GA 3,92914NQ8784608,GA,Silver,295.48,3
IN 4,02431FM0615630,IN,Silver,326.75,4
OR 4,79970EX2581870,OR,Platinum,380.24,4
TX 19,14620XB2509372,TX,Catastrophic,153.66,19
TX 17,78100BC4584370,TX,Bronze,232.92,17
FL 56,83443KU8200773,FL,Catastrophic,162.16,56
AZ 1,55115KR8470013,AZ,Gold,349.69,1
FL 27,94633LC0883300,FL,Gold,348.87,27
FL 30,60066CG8765003,FL,Bronze,293.3,30
FL 29,29187SF2326898,FL,Silver,318.27,29
OH 15,41312LF5324357,OH,Silver,290.01,15
TX 8,68020PR3966450,TX,Gold,325.32,8
SC 23,49847PK0707156,SC,Silver,277.56,23
IL 3,63307UW0557148,IL,Platinum,323.93,3
OH 1,01965SU1710486,OH,Silver,331.88,1
VA 2,25407DN9633449,VA,Bronze,208.49,2
TN 6,54512NT1586860,TN,Silver,290.1,6
VA 9,67356UR9116972,VA,Bronze,232.82,9
FL 32,16673TM4150299,FL,Gold,330.89,32
AZ 7,71994KJ2607972,AZ,Silver,236,7
ME 2,39629TW6105486,ME,Catastrophic,210.09,2
UT 3,22808FC2883575,UT,Bronze,189.13,3
SC 9,48531PH3951734,SC,Gold,343.44,9
KS 5,87566JK7647148,KS,Bronze,217.34,5
NC 10,06044DH8358662,NC,Gold,362.55,10
PA 5,42549YV2498032,PA,Bronze,192.47,5
OH 12,17683MS3133983,OH,Gold,333.42,12
TX 26,19103WF9350518,TX,Silver,367.66,26
FL 53,36457XW6075375,FL,Gold,425.72,53
SC 15,39059VX1765981,SC,Bronze,399.62,15
OH 15,12222FJ1453225,OH,Silver,264.02,15
TX 25,02560RO5029789,TX,Catastrophic,256.95,25
FL 28,85922OM7292677,FL,Platinum,442.76,28
IA 7,44187JZ1895780,IA,Silver,254.56,7
MI 3,71072RG9275255,MI,Silver,261.21,3
MS 6,24561TJ1900056,MS,Bronze,197.27,6
UT 2,90744DV7769118,UT,Silver,274.42,2
FL 15,83129PN7376212,FL,Bronze,202.24,15
TX 25,40608LD4441595,TX,Gold,327.22,25
MI 3,27392VG3632019,MI,Gold,376.14,3
SC 44,67535RW4096452,SC,Gold,340.07,44
GA 7,33718ON3192280,GA,Silver,275.97,7
OH 3,44236RU5249342,OH,Silver,268.83,3
GA 13,69256DD9298158,GA,Silver,319.54,13
FL 46,64949GD8556549,FL,Silver,358.04,46
TX 2,93068WQ0261622,TX,Bronze,251.17,2
TX 24,93466DT6466832,TX,Gold,366.18,24
WI 12,81670NQ3762679,WI,Platinum,668.29,12
FL 3,78625IJ8483350,FL,Catastrophic,213.55,3
WI 11,72441OY5946270,WI,Catastrophic,222.45,11
AR 6,56611GD9041614,AR,Silver,288.08,6
SC 31,93799PM2105675,SC,Gold,606.32,31
GA 4,05914EC3976741,GA,Silver,310.92,4
SC 17,51920JM6915976,SC,Silver,329.32,17
MT 2,68650PX0707973,MT,Silver,229.39,2
FL 17,57268EH2937476,FL,Bronze,319.28,17
NV 4,23131QK4904121,NV,Silver,422.79,4
OR 7,26819KR2828661,OR,Gold,273.25,7
GA 7,45529HO9011031,GA,Gold,413.58,7
WI 14,65957JE2728270,WI,Gold,343.66,14
TX 18,27106QN9314931,TX,Gold,419.76,18
MI 5,33443ZT5994412,MI,Gold,382.6,5
VA 5,19787RF5082565,VA,Bronze,239.07,5
NM 4,70918VO6732810,NM,Silver,201.65,4
WI 12,61260RB7457634,WI,Silver,357.8,12
NM 2,16450QS0238976,NM,Silver,288.79,2
NC 16,76467QY0234816,NC,Platinum,510.5,16
WI 10,10328CY7514771,WI,Silver,374.44,10
MI 13,66848UQ4495280,MI,Gold,430.0182487,13
WI 14,23584VL8701972,WI,Silver,338.97,14
OH 3,28261LS1852188,OH,Silver,355.83,3
FL 17,22150OQ5524720,FL,Silver,369.04,17
KS 4,32965UC9821868,KS,Bronze,223.94,4
SC 27,98349GQ7214631,SC,Bronze,230.96,27
SC 45,80168PH1518101,SC,Catastrophic,246.27,45
FL 64,97926DY2447252,FL,Gold,426.97,64
SC 10,75637DJ9489677,SC,Bronze,224.34,10
IL 13,12069II8338508,IL,Bronze,272.9,13
SC 29,82604VM7237995,SC,Bronze,401.01,29
OR 5,58701UL7885553,OR,Gold,389.81,5
LA 7,87036DT7239602,LA,Silver,378.46,7
GA 8,74252JT2388934,GA,Bronze,217.75,8
LA 7,19040VM9400300,LA,Bronze,252.07,7
OH 6,46432CW3218214,OH,Silver,283.13,6
MI 5,57384QY0760539,MI,Bronze,231.49,5
WI 14,21084YW5999187,WI,Bronze,261.03,14
IL 6,54218MX9749831,IL,Bronze,242.48,6
WI 15,43967XW2776578,WI,Silver,391.75,15
TX 3,94604OJ9340043,TX,Silver,253.56,3
GA 8,48038BC3521028,GA,Platinum,529.1,8
VA 3,24424BZ7174213,VA,Silver,304.75,3
AK 1,01439QJ9343306,AK,Bronze,510,1
SC 2,01534PK1843772,SC,Bronze,348.87,2
GA 4,03688SQ6814700,GA,Bronze,265.08,4
PA 2,38318OI5035892,PA,Silver,269.43,2
SC 26,14136PV0865413,SC,Bronze,248.48,26
LA 7,53149LP0482821,LA,Gold,448.03,7
FL 6,74509JU2418638,FL,Bronze,240.19,6
TN 3,05591IX4482621,TN,Bronze,146.27,3
IN 5,34569XA4909788,IN,Gold,386.28,5
SC 8,50594RO3541740,SC,Catastrophic,158.12,8
FL 10,91816QP9084951,FL,Silver,359.69,10
GA 5,51335PY5308730,GA,Bronze,256.17,5
FL 66,31320SJ4236377,FL,Platinum,397.56,66
OH 2,54954BL6197713,OH,Silver,380.12,2
FL 57,55264WZ3132202,FL,Silver,325.11,57
AZ 7,15230JI4383973,AZ,Catastrophic,152.03,7
FL 57,66476UM7052001,FL,Silver,381.6,57
IN 4,96639UP4030407,IN,Bronze,228.13,4
SC 30,12465MY6733020,SC,Gold,567.95,30
WI 10,06328CU2796481,WI,Catastrophic,225.91,10
WI 16,45255HC2892210,WI,Bronze,281.17,16
NE 1,87010BW2464827,NE,Bronze,314.87,1
GA 6,91897XI8290484,GA,Silver,296.75,6
OH 12,99912IL9440011,OH,Gold,355.01,12
IA 4,55920FD0811225,IA,Bronze,192.07,4
TX 6,45229HW6931407,TX,Bronze,200.43,6
SC 26,90639KN5624661,SC,Silver,277.79,26
MI 9,71809ER0665153,MI,Silver,313.09,9
WI 8,05926XD0997888,WI,Gold,460.24,8
MI 13,56986GK4830202,MI,Bronze,252.13,13
OH 1,64796CS6673419,OH,Silver,244.05,1
SC 13,13714FV9797356,SC,Silver,289.77,13
VA 11,58303YY9363524,VA,Bronze,233.87,11
FL 4,15138JX7610140,FL,Platinum,408.34,4
OR 4,15144GW0921241,OR,Silver,236.35,4
WI 15,74924SJ3199266,WI,Silver,300.93,15
OH 15,05256RQ1507137,OH,Catastrophic,165.1,15
SC 17,68051VM4996474,SC,Bronze,267.71,17
IA 4,48998DS8876060,IA,Bronze,167.38,4
SC 26,77236PI8181953,SC,Catastrophic,227.73,26
FL 3,69140SN8687152,FL,Platinum,451.31,3
FL 42,70202OC5570244,FL,Silver,404.18,42
UT 2,62082GJ4635155,UT,Silver,249.56,2
OH 4,30151ZM4188531,OH,Bronze,405.24,4
FL 16,98807FC5030060,FL,Silver,381.29,16
TX 24,91460IC2567011,TX,Silver,273.77,24
SC 5,08873VO8829995,SC,Bronze,256.05,5
FL 66,01452JQ1700659,FL,Platinum,349.49,66
OH 5,35727YY2079949,OH,Gold,316.55,5
WI 16,29238PN3624040,WI,Bronze,245.05,16
SC 36,57422OI4942288,SC,Bronze,202.66,36
AZ 3,12761QX1971578,AZ,Gold,399.67,3
GA 10,51479UL5587970,GA,Silver,349.76,10
IN 2,38003VL9547096,IN,Silver,359.96,2
GA 11,74958PP7943315,GA,Gold,416.68,11
GA 9,72235CJ3044760,GA,Bronze,234.72,9
SC 24,80343FN1139850,SC,Catastrophic,299.99,24
FL 50,99895ZF5245335,FL,Bronze,254.37,50
SC 46,58731SX5045680,SC,Silver,311.82,46
GA 8,09098XS3958976,GA,Silver,253.95,8
WI 1,71629YN1040143,WI,Catastrophic,259.25,1
NV 1,14457PL8365213,NV,Bronze,269.8576893,1
SC 39,88729MR3076442,SC,Gold,363.68,39
MO 3,12118BG0318794,MO,Bronze,212.48,3
MI 8,59256ER3714051,MI,Silver,250.33,8
FL 5,61730JO4706056,FL,Gold,441.66,5
WI 14,23711GK7033500,WI,Bronze,264.27,14
SC 17,73106PD1403324,SC,Silver,299.3,17
IL 11,23046RH7188792,IL,Bronze,268.23,11
FL 34,85596XO0192515,FL,Silver,366.35,34
PA 2,38235NE6562117,PA,Gold,282.88,2
TN 3,36330GK2330154,TN,Bronze,310.63,3
FL 17,13325HT5210127,FL,Silver,370.56,17
WI 9,25630KR0773137,WI,Silver,392.68,9
TN 7,72155MN5239169,TN,Bronze,199.64,7
TN 6,48591HN9772132,TN,Platinum,456.15,6
WI 11,61028QG9071145,WI,Bronze,231.28,11
SC 19,19840SV1337483,SC,Silver,320.44,19
KS 1,26054NT3228560,KS,Bronze,247.17,1
TX 7,50283TH9326969,TX,Silver,250.64,7
OH 11,98993QY5172430,OH,Silver,475.75,11
WI 7,71950RL1957231,WI,Silver,339.06,7
IL 1,98014TX4746597,IL,Gold,398.62,1
UT 4,12696PO6160292,UT,Silver,226.81,4
FL 29,24316HB5738388,FL,Bronze,271.86,29
WI 6,65988EO9612477,WI,Bronze,266.03,6
AL 11,03584UW8758085,AL,Silver,268.26,11
PA 4,93295WF9805676,PA,Gold,366.2,4
OH 13,45091XV8205073,OH,Gold,368.06,13
PA 6,35396QS8799283,PA,Gold,349.36,6
TX 26,15285DN8632324,TX,Gold,378.58,26
MI 6,20365UM6870659,MI,Bronze,231.49,6
TN 4,20488DQ2208143,TN,Bronze,207.46,4
TX 4,01068PM3045886,TX,Gold,466.84,4
IN 11,47558DV2710448,IN,Gold,434.53,11
FL 7,97517VF1302897,FL,Platinum,456.37,7
FL 53,53244LT7820658,FL,Silver,327.11,53
OH 8,07645YS2506396,OH,Silver,449.17,8
MI 13,94117WC4721974,MI,Catastrophic,209.18,13
MI 11,79460ZS5409847,MI,Silver,347.86,11
OH 9,02915WR2248928,OH,Silver,424.51,9
SC 11,77859QB3683125,SC,Silver,294.51,11
MI 11,77811AM2444628,MI,Bronze,261.7,11
SC 1,61447PW3798218,SC,Silver,471.69,1
AZ 3,86467HO1114273,AZ,Bronze,224.4,3
WI 15,49045RE8039247,WI,Catastrophic,252.39,15
NC 8,17415FO8422072,NC,Gold,412.96,8
MI 3,61439NB3313364,MI,Silver,278.57,3
ME 2,57219LP2189600,ME,Gold,473.6,2
MI 10,60732AK4468606,MI,Silver,324.28,10
PA 1,71187XB2545875,PA,Gold,209.74,1
TX 19,01600UX1311764,TX,Bronze,213.73,19
SC 32,61154RR2717710,SC,Silver,302.05,32
KS 7,87078JE1567235,KS,Bronze,202.6,7
SC 10,11016ED4221871,SC,Gold,269.54,10
SC 4,22727WU9746101,SC,Gold,380.84,4
FL 8,75781TN2074218,FL,Silver,330.79,8
IN 10,30479RK2181740,IN,Bronze,280.31,10
TN 4,58241YP9954452,TN,Bronze,321.28,4
UT 4,41325SY2174967,UT,Gold,321.43,4
TX 26,61210XL7109224,TX,Gold,305.91,26
IL 1,60257FB6365331,IL,Silver,243.67,1
GA 1,75198MN7983368,GA,Bronze,323.66,1
ME 2,32781PF9209872,ME,Silver,351.21,2
MI 9,86127DY5732837,MI,Catastrophic,236.15,9
SC 7,17136DJ4885956,SC,Silver,282.08,7
SC 25,32194UB6329878,SC,Catastrophic,150.78,25
TN 4,96027IP8646946,TN,Silver,264.27,4
FL 42,08514MS6347974,FL,Silver,372.41,42
FL 58,45013EM4717413,FL,Silver,290.44,58
FL 5,63985GY6859939,FL,Gold,452.59,5
WI 6,54476KE0531029,WI,Gold,477.8,6
OH 8,08055CP6763719,OH,Platinum,617.94,8
WI 15,40597KQ5088076,WI,Silver,373.65,15
MI 15,29874SX3663624,MI,Silver,292.34,15
FL 44,03367HM9201080,FL,Silver,534.07,44
OH 14,23073WN1725652,OH,Gold,350.16,14
LA 1,22230PX5446868,LA,Silver,394.94,1
OH 12,44264QY3101498,OH,Bronze,224.74,12
FL 67,50837OR0680758,FL,Platinum,456.37,67
GA 2,22991PD5622360,GA,Bronze,245,2
WV 1,70819VB2762148,WV,Catastrophic,237.49,1
MI 16,85702JM9513906,MI,Silver,397.82,16
NC 14,69116QG9707257,NC,Gold,350.24,14
VA 3,25667YQ6757501,VA,Bronze,226.83,3
FL 17,82833FH6403957,FL,Platinum,500.45,17
SC 3,60198KN2844579,SC,Bronze,336.96,3
SC 2,14174CC2051243,SC,Silver,317.66,2
SC 27,64050UL0635007,SC,Gold,308.88,27
FL 3,31207MQ9388336,FL,Platinum,456.37,3
MI 4,19725VE7657596,MI,Silver,296.26,4
FL 49,11087NK3561170,FL,Bronze,318.35,49
VA 5,63366LD5280931,VA,Bronze,211.76,5
TN 7,94324NL6081948,TN,Silver,255.26,7
WI 16,93371SH5947871,WI,Gold,452.78,16
UT 4,48883ZL2821436,UT,Gold,297.07,4
WI 10,50946JC5290027,WI,Bronze,281.06,10
SC 44,16121BM6879497,SC,Silver,286.59,44
WI 1,93290RH3966132,WI,Silver,424.28,1
IN 10,38766CM3948501,IN,Platinum,717.51,10
AL 4,78152WH3401059,AL,Gold,351.28,4
GA 4,89722HI3045436,GA,Gold,469.89,4
IN 6,13491QV8628806,IN,Bronze,289.42,6
FL 59,86471RI3706730,FL,Gold,431.16,59
FL 42,64827YG7886140,FL,Bronze,256,42
MI 4,98735PE1452271,MI,Silver,357.9353688,4
PA 6,53494DL4682608,PA,Platinum,461.1,6
AZ 3,84682SA5848939,AZ,Gold,382.6,3
OR 2,73283VO0538829,OR,Silver,230.85,2
OR 3,26735VJ4246224,OR,Silver,234.78,3
NM 2,73434FZ0896988,NM,Bronze,174.01,2
SC 7,31837BG1885729,SC,Silver,280.72,7
LA 1,61676EU5649605,LA,Gold,309.84,1
FL 24,37078NB7708686,FL,Bronze,291.36,24
IA 7,68047VW7533525,IA,Bronze,188.49,7
IN 1,83199QV7615098,IN,Silver,386.79,1
AZ 5,55710QR4178553,AZ,Bronze,272.67,5
OH 11,93727EN8235957,OH,Silver,415.01,11
AR 7,64317GZ0231833,AR,Silver,310.07,7
WI 5,18317OG7284257,WI,Silver,352.19,5
VA 12,58824SI0879491,VA,Bronze,211.85,12
GA 6,36726GZ4974616,GA,Gold,569.7,6
WI 14,03937MC6093323,WI,Silver,369.48,14
SC 1,43329SU6745071,SC,Catastrophic,299.99,1
FL 24,27486AI2857896,FL,Platinum,486.19,24
IL 3,97516PR2395904,IL,Silver,252.14,3
OR 4,71420OC5640894,OR,Silver,302,4
FL 50,57615IQ0489088,FL,Bronze,336.44,50
OR 6,96846TY6773098,OR,Bronze,239.86,6
MO 4,30998WH5790061,MO,Gold,447.16,4
UT 3,84841NJ0759905,UT,Silver,249.42,3
TX 9,35111OF2044202,TX,Silver,225.64,9
IN 3,77832JS3345463,IN,Gold,582.98,3
SC 13,70610IZ2310120,SC,Bronze,221.48,13
SC 33,84067LM3978896,SC,Gold,530.3,33
MT 3,95769LW2737136,MT,Silver,265.54,3
SD 2,91272RC0880358,SD,Silver,251.33,2
WI 14,02744QZ9623890,WI,Silver,285.46,14
WI 11,93752LH3527688,WI,Silver,327.08,11
FL 55,49569MB2346726,FL,Bronze,273.5,55
SC 24,10293JV6475785,SC,Silver,307.43,24
NC 1,11901NL9424941,NC,Gold,428.74,1
FL 6,87894VZ5769960,FL,Silver,435.3,6
SC 10,84893JW0743691,SC,Bronze,249.37,10
WI 15,69800QY7721727,WI,Silver,303.62,15
PA 1,77168HM5649668,PA,Gold,221.93,1
PA 9,68667BM4324036,PA,Gold,376.59,9
OH 1,54696IG3381905,OH,Bronze,209.87,1
WI 15,12035SO2669110,WI,Catastrophic,175.98,15
MI 4,56196DL2104877,MI,Silver,325.55,4
IN 15,93238LF2699327,IN,Bronze,232.58,15
SC 6,85012QC6081586,SC,Gold,383.92,6
OR 1,72641ZR4604044,OR,Bronze,187,1
TN 2,46612DB3067765,TN,Bronze,173.69,2
WI 14,48000KU2001625,WI,Silver,290.24,14
FL 45,52016PP5255112,FL,Catastrophic,180.92,45
TX 9,70314CO9305952,TX,Bronze,173.96,9
PA 6,41149SL4866681,PA,Platinum,349.91,6
OR 6,17483UW2413613,OR,Silver,265.01,6
NC 5,49931HH0413532,NC,Bronze,272,5
WI 9,34523RC3794874,WI,Silver,389.52,9
IN 3,47278SK3805144,IN,Bronze,266.51,3
FL 36,99775NZ9214207,FL,Gold,328.84,36
WI 11,46646ZR9827960,WI,Gold,320.24,11
WI 7,34813TM9764184,WI,Silver,249.62,7
SC 15,30750SV0934910,SC,Silver,306.8,15
OK 3,16817BV9951937,OK,Gold,401.95,3
AZ 5,42312UB1148976,AZ,Silver,269.58,5
AZ 5,10373CR3279470,AZ,Catastrophic,148.23,5
FL 48,89529IU7848332,FL,Platinum,488.15,48
FL 58,50410PB1424502,FL,Catastrophic,178.46,58
MT 1,37149VM0870798,MT,Gold,327,1
SC 5,22181BU9140153,SC,Silver,294.31,5
OR 7,18188FQ7331735,OR,Bronze,249,7
FL 57,16351IG7996221,FL,Catastrophic,195.82,57
FL 28,57953KY3955512,FL,Silver,324.98,28
SC 20,31646EK3487073,SC,Gold,342.06,20
SC 41,27827JB2547004,SC,Bronze,253.11,41
LA 3,50475NR5170314,LA,Bronze,239.93,3
SC 10,21105XX7115447,SC,Gold,333.98,10
AR 6,36100OM6885688,AR,Bronze,222.43,6
FL 5,49666UI8202364,FL,Platinum,461.07,5
SC 15,22558MB1455231,SC,Bronze,413.75,15
IN 6,48914PY2215213,IN,Silver,312.55,6
FL 63,20487VY4840065,FL,Silver,330.9,63
MI 1,27771BW1401263,MI,Bronze,190.33,1
SC 25,11032YJ4301933,SC,Silver,270.72,25
SC 3,68344SV1901270,SC,Bronze,272.5,3
TX 26,41480OK0404204,TX,Silver,374.28,26
SC 22,35482QT6816772,SC,Silver,294.74,22
SC 28,13686OH8678725,SC,Gold,356.18,28
FL 54,98613OK5982175,FL,Silver,346.18,54
FL 66,61822CE3604211,FL,Gold,453.17,66
WI 11,28107GB3215734,WI,Gold,374.91,11
MS 4,55152MG8279846,MS,Bronze,289.59,4
NE 4,94281BW0481161,NE,Silver,417.08,4
SC 2,36448OE9848446,SC,Gold,383.89,2
AZ 5,63404TR7725974,AZ,Platinum,455.21,5
FL 9,71343ME6660446,FL,Bronze,244.39,9
TX 4,65496XW9141607,TX,Silver,395.37,4
SC 37,71856NL4280641,SC,Silver,298.53,37
SC 26,34357JK7631661,SC,Gold,295.75,26
GA 2,41172UG4070152,GA,Silver,288.07,2
IL 3,61047ED9880717,IL,Gold,370.72,3
TX 16,76540TM3622948,TX,Gold,441.52,16
SC 8,43293YM1531162,SC,Silver,240.59,8
IL 7,11548VA0133202,IL,Gold,379.73,7
FL 43,81690WD6588521,FL,Silver,288.87,43
IN 10,82104MV3728472,IN,Silver,355.06,10
FL 55,03762XG1586490,FL,Platinum,480.67,55
WI 8,72990SW6527249,WI,Silver,335.26,8
TN 7,99224BZ9443871,TN,Platinum,410.89,7
IL 8,78291UZ2403488,IL,Silver,296.4,8
SC 5,60653TH5362086,SC,Gold,345.72,5
NM 4,36812BE8831667,NM,Gold,311.17,4
OH 6,16437QQ8408976,OH,Gold,286.89,6
NM 2,57379KY2339898,NM,Gold,354.51,2
TX 3,62365YQ4291459,TX,Bronze,225.47,3
TX 6,49606UT6063690,TX,Silver,259.46,6
TX 20,10525JD2457616,TX,Silver,392.09,20
SC 34,94943IQ0654503,SC,Silver,297.21,34
MI 5,60769VE5523180,MI,Gold,345.99,5
FL 31,30889NK6568319,FL,Bronze,283.12,31
MI 4,73237OJ1060013,MI,Silver,362.77,4
SC 38,10653VY8044661,SC,Silver,286.33,38
MI 3,62790YA0693354,MI,Silver,303.06,3
IL 7,22225BC5063763,IL,Bronze,263.02,7
NM 4,45467EQ4693921,NM,Silver,253.48,4
NC 1,52053DR2880601,NC,Gold,439.78,1
AZ 7,60922RI9120726,AZ,Gold,293.31,7
VA 10,04354KR4922682,VA,Silver,308.16,10
GA 13,68784LO7662345,GA,Silver,337.01,13
IN 16,16667ZL7512109,IN,Silver,208.74,16
TX 1,11565KW8772664,TX,Bronze,341.83,1
WY 3,47516DR5576661,WY,Bronze,389.1,3
FL 57,76964DK3086901,FL,Gold,401.05,57
TX 9,16367IB8455184,TX,Silver,320.7,9
IN 8,28472FH3832639,IN,Silver,309.49,8
WI 10,18108SH6555923,WI,Silver,347.46,10
WI 1,34727MC4132467,WI,Gold,486.66,1
FL 49,94149GS2372940,FL,Bronze,302.6,49
SC 3,12410AN4701495,SC,Gold,345.84,3
OH 6,02538ZF0278012,OH,Silver,342.6,6
MI 15,21951RA2137115,MI,Silver,304.49,15
NV 3,75832SD1216596,NV,Bronze,290.49,3
WI 10,90827TJ7886593,WI,Gold,402.78,10
UT 3,39614DF7413226,UT,Gold,261,3
FL 6,74357IJ1090141,FL,Bronze,248.8,6
TX 16,05378JT2408553,TX,Silver,233.09,16
SC 28,98600YG6160110,SC,Gold,320.45,28
MI 11,15810UF4872375,MI,Silver,288.47,11
AK 2,70400PK0930293,AK,Bronze,500,2
OR 7,88735IK8685040,OR,Silver,213,7
FL 5,94492EU9202382,FL,Catastrophic,265.72,5
IN 16,34085MT9417698,IN,Silver,398.91,16
PA 2,16874XB2567862,PA,Silver,196.35,2
OK 5,79434PE4920042,OK,Gold,355.13,5
GA 10,30427BS9620354,GA,Silver,252.4,10
SC 8,00925PL9376494,SC,Catastrophic,167.39,8
IL 13,67263SQ6307128,IL,Bronze,237.27,13
GA 10,61945FC3871060,GA,Gold,348.25,10
TX 7,18583ZU3423009,TX,Gold,409.17,7
NE 1,94916RN1385505,NE,Bronze,249.93,1
GA 6,14422ZE1621693,GA,Gold,355.35,6
ME 2,11420UZ4660261,ME,Silver,298.03,2
WI 11,99585KD3612188,WI,Platinum,534.78,11
AZ 4,04403MY2423077,AZ,Bronze,300.61,4
WI 14,27839IL0963229,WI,Silver,344.44,14
WI 12,04721DL3498832,WI,Gold,532.04,12
OH 15,58032YD9563576,OH,Bronze,263.41,15
WY 1,86298KW7168711,WY,Silver,454.1,1
MI 13,02689FP2469810,MI,Silver,286.51,13
OH 6,76520CY8502906,OH,Silver,323.25,6
MT 1,98549YB7627518,MT,Bronze,278.34,1
SC 26,82571IW2967273,SC,Silver,277.98,26
MI 13,61841DN6556082,MI,Silver,287.86,13
NM 2,59972ZH2587859,NM,Bronze,251.97,2
IL 7,75995BV2964668,IL,Silver,293.82,7
SC 16,88383QD0834392,SC,Catastrophic,195.34,16
IL 2,94320WE9271007,IL,Silver,247.52,2
IN 15,69875PB1227866,IN,Silver,320.59,15
GA 9,05008GK4098841,GA,Silver,276.52,9
SC 6,58876DF8097875,SC,Gold,347.57,6
WI 11,78463NS9192620,WI,Gold,390.5,11
TX 3,43841WD3632597,TX,Gold,335.95,3
TX 3,41776YV1054653,TX,Silver,288.69,3
OH 6,60086KN7858661,OH,Bronze,242.04,6
SC 22,62146VU4195562,SC,Silver,301.92,22
VA 7,43619RE3318552,VA,Bronze,309.68,7
TX 24,64725WX0456118,TX,Silver,271.37,24
PA 9,73727JA0248324,PA,Platinum,408.24,9
OH 9,98214QR9497323,OH,Catastrophic,155.48,9
OK 3,87427EW3460637,OK,Bronze,209.39,3
IL 3,14335RH2845957,IL,Silver,253.66,3
TN 7,81756YI1363456,TN,Platinum,404.22,7
UT 5,27103NM8107305,UT,Silver,254.84,5
SC 36,86697JF0087683,SC,Silver,286.38,36
IN 11,79882QK1210443,IN,Silver,377.48,11
SC 29,40712UX3676736,SC,Silver,297.21,29
AZ 4,58081KA2490307,AZ,Catastrophic,152.03,4
UT 4,13958YI5554958,UT,Gold,307.26,4
FL 29,42219KH3192835,FL,Silver,329.53,29
ME 3,88832CE2924501,ME,Bronze,268.63,3
MI 8,19077QD7959472,MI,Bronze,199.95,8
FL 53,09032DM8195894,FL,Silver,407.26,53
AK 1,85827TV9369137,AK,Gold,706,1
GA 6,67805MM6517367,GA,Catastrophic,208.03,6
